,Company Name,Job Role,Salary,Job Decription,Required Exp,posted_date
456,UNIVERSAL HUNT,Customer Engineer,NA,"300,000 - 600,000 INR (PA)Full TimeThiruvananthapuram,Kerala,IndiaSkillsCustomer support engineer Customer Service Engineer Service EngineerExperience 2 to 6 Years Industry IT...",2 - 6 yrs,2020-10-20
457,UNIVERSAL HUNT,Business Development Executives,NA,"200,000 - 300,000 INR (PA)Full TimeThiruvananthapuram,Kerala,IndiaSkillssales promotion digital marketingExperience 1 to 2 Years Industry IT - Software Services Functional Are...",1 - 2 yrs,2020-10-20
458,UNIVERSAL HUNT,Marketing Executives/Sales Executives,NA,"100,000 - 120,000 INR (PA)Full TimeThiruvananthapuram,Kerala,IndiaSkillsInstitutional Sales Customer Acquisition Business Development MarketingExperience 1 to 2 Years Industry...",1 - 2 yrs,2020-10-20
459,UNIVERSAL HUNT,tele sales,NA,"90,000 - 100,000 INR (PA)Full TimeThiruvananthapuram,Kerala,IndiaSkillstele sales good communicationExperience 1 to 2 Years Industry Other Functional Area Sales / Business Dev...",1 - 2 yrs,2020-10-20
460,Infoblox,Customer Support Representative,NA,Infoblox is seeking a Customer Support Representative (OFF ROLE) to join our Support Operations team in Trivandrum. Customer Support Representative at Infoblox helps to mainta...,1 - 4 yrs,2020-10-20
461,DOCTORS DOOR,WANTED OPHTHALMOLOGIST MEDICAL RETINA TO TRIVANDRUM,NA,"About the Job OverviewWANTED OPHTHALMOLOGIST MEDICAL RETINA TO TRIVANDRUMBENEFITS: ATTRACTIVE SALARY(NEGOTIABLE) , SURGICAL AND LASER (INDEPENDENT /TRAINING)DESIGNATION : CONS...",0 - 3 yrs,2020-10-20
462,CONNECTING 2 WORK,Senior ios developer,NA,"Job Description Proficient with Objective-C or Swift 9 depending on project requirements), and Cocoa Touch Experience with iOS frameworks such as Core Data, Core Animation, et...",0 - 3 yrs,2020-10-20
463,CONNECTING 2 WORK,DEVOPS ENGINEER,NA,"Job Description Extensive experience in operating scripting language. Experience in developing and maintaining CI/CD process for applications by accessing tools like Jenkins, ...",0 - 3 yrs,2020-10-20
464,CONNECTING 2 WORK,ASP .NET Developer,NA,"Job Description Hands on experience on ASP.NET MVC and ASP.NET Web API, MS SQL 2014 & 2017, MySQLFamiliar with XHTML, HTML 5, JavaScript, CSS, jQuery, Twitter Bootstrap, E...",0 - 3 yrs,2020-10-20
465,CONNECTING 2 WORK,UI Developer,NA,"Job Description 2  years of professional experience in software development or a related discipline.Proficiency in HTML5 , CSS3.A high level of experience with UI layouts, SAS...",2 - 5 yrs,2020-10-20
466,CONNECTING 2 WORK,UI Developer,NA,Job Description We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming.ResponsibilitiesDevelop new user-facing ...,0 - 3 yrs,2020-10-20
467,CONNECTING 2 WORK,Geography Teacher  Secondary School,NA,"Job Description Your role will consist of becoming a key member of the Geography department, setting work and supporting pupils through their learning. You will take 80 PERCEN...",0 - 3 yrs,2020-10-20
468,CONNECTING 2 WORK,UX Design Director,NA,Job Description This is a fantastic opportunity for a highly motivated Front-End Developer to join an outstanding team based in Bolton  Lancashire. An exciting and fast-growin...,3 - 5 yrs,2020-10-20
469,CONNECTING 2 WORK,Legal Cashier,NA,"Job Description You will be responsible for supporting the operation of the firms accounting system and PAYE scheme, ensure that all cheques are written on correct amounts and...",0 - 3 yrs,2020-10-20
470,CONNECTING 2 WORK,Digital Designer,NA,"Job Description Digital DesignerA fantastic opportunity awaits a Digital Designer with commercial experience of InDesign, Photoshop & Illustrator to work for this well-kno...",0 - 3 yrs,2020-10-20
471,CONNECTING 2 WORK,Sport and Outdoor Education Teacher,NA,"Job Description Our client provides a range of social care, special education, community support and consultancy services in the North West of England. The charity is one of t...",0 - 3 yrs,2020-10-20
472,CONNECTING 2 WORK,Marketing Analyst,NA,Job Description Immediate StartOur client is a well-known institution who require a Marketing Analyst to join them as soon as possible. As an organisation they need the eligib...,0 - 3 yrs,2020-10-20
473,CONNECTING 2 WORK,Town Centre Engineer / Council Engineer,NA,Job Description Our Client is currently recruiting for a Town Centre Engineer to maintain and develop the public realm in Cambridge town centre and to design and undertake env...,0 - 3 yrs,2020-10-20
474,CONNECTING 2 WORK,Engineer Center,NA,Job Description Our Client is currently recruiting for a Town Centre Engineer to maintain and develop the public realm in Cambridge town centre and to design and undertake env...,0 - 3 yrs,2020-10-20
475,CONNECTING 2 WORK,Java Developer,NA,"Job Description Designing, implementing, and maintaining Java applications that are often high-volume and low-latency, required for mission-critical systemsDelivering high ava...",0 - 3 yrs,2020-10-20
476,CONNECTING 2 WORK,Business Development Executive,NA,"Job Description CONNECTING2WORK HR Solutions, is a leading provider in the workforce management industry. We are looking out for a highly-adaptable Marketing Manager to join o...",3 - 6 yrs,2020-10-20
477,CONNECTING 2 WORK,Sales & Marketing Coordinator,NA,"Job Description Implements marketing and advertising campaigns by assembling and analyzing sales forecasts; preparing marketing and advertising strategies, plans, and objectiv...",0 - 3 yrs,2020-10-20
478,CONNECTING 2 WORK,Sr Java Developer,NA,"Job Description Develop Digital Consumer experiences based on a foundation of the DayCommunique product suite, including Day CQ, CRX, CQ WCM, DAM and Social CollaborationDevel...",0 - 3 yrs,2020-10-20
479,CONNECTING 2 WORK,Marketing Executive,NA,"Job Description Conceive and develop efficient and intuitive marketing strategiesOrganize and oversee advertising/communication campaigns (social media, TV etc.), exhibitions ...",0 - 3 yrs,2020-10-20
480,CONNECTING 2 WORK,.Net Developer,NA,"Job Description Ability to work on the following technologies: ASP.NET MVC, CSharp, MS-SQL, .NET Core, NoSQL, MySQL, VB.NET, Java, Google Cloud Platform Working Experience, Ma...",1 - 4 yrs,2020-10-20
481,CONNECTING 2 WORK,Senior Server Engineer  Linux & Application Support,NA,"Job Description Desired ProfileExperience installing, configuring, and maintaining Linux servers and tools such as Bind, Apache, MySQL, Nginx, Squid proxy, Tomcat, Iptables, ,...",5 - 8 yrs,2020-10-20
482,CONNECTING 2 WORK,PHP Developer,NA,"Job Description We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of and can hit the ground running. You will be a part of a fu...",2 - 4 yrs,2020-10-20
483,CONNECTING 2 WORK,Android developer,NA,Job Description We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app developer will work with our te...,2 - 4 yrs,2020-10-20
484,CONNECTING 2 WORK,Python/ Django Developer,NA,Job Description We are looking for a Python/Django Developer who will be responsible for managing the interchange of data between the server and the users.Your primary focus w...,2 - 3 yrs,2020-10-20
485,CONNECTING 2 WORK,Telecaller/Telesales Executive,NA,Job Description Job briefWe are looking for an enthusiastic Telecaller/Telesales representative to contribute in generating sales for our company. You will be responsible for ...,0 - 3 yrs,2020-10-20
486,CONNECTING 2 WORK,WordPress Developer,NA,"Job Description We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins. This position re...",6 - 9 yrs,2020-10-20
487,CONNECTING 2 WORK,Marketing Executive,NA,Job Description Job Brief :Promote products and services to customers and negotiate contracts with the aim of maximising profits.Job Description Generate business for company....,0 - 3 yrs,2020-10-20
488,CONNECTING 2 WORK,Storekeeper Cum Purchase officer,NA,Job Description Job briefWe are looking for an organized and detail-oriented Storekeeper cum Purchase officer from hotel industry to manage all of the operations in our storer...,0 - 3 yrs,2020-10-20
489,CONNECTING 2 WORK,Senior PHP Developer,NA,"Job DescriptionJob brief :We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of and can hit the ground running. You will be a pa...",0 - 3 yrs,2020-10-20
490,CONNECTING 2 WORK,ETL Lead,NA,Job Description ETL LeadDesired ProfileReceives assignments from technology team lead in the form of objectives and technical designs to implement technical solutionManages hi...,7 - 10 yrs,2020-10-20
491,CONNECTING 2 WORK,Tech Lead- Java,NA,"Job Description Job brief :We are looking for a Tech Lead  Java to manage the software development life cycle, from planning and prioritizing to testing and release. Responsib...",5 - 10 yrs,2020-10-20
492,CONNECTING 2 WORK,Palo Alto Specialist,NA,"Job Description Palo Alto SpecialistDesired Profile:Configuration & Management of various network devices and services from Cisco/ multiple vendor network products (e.g., ...",7 - 10 yrs,2020-10-20
493,CONNECTING 2 WORK,IOS DEVELOPER,NA,Job Description Job Description :1. We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices includi...,1 - 4 yrs,2020-10-20
494,CONNECTING 2 WORK,HR MANAGER,NA,Job Description Job brief:We are looking for an HR manager to oversee all aspects of human resources practices and processes.Responsibilities :Develop and implement HR strateg...,5 - 8 yrs,2020-10-20
495,CONNECTING 2 WORK,WEB DESIGNER,NA,Job Description Job brief :-We are looking for a talented Web Designer to create amazing user experiences. The ideal candidate should have an eye for clean and artful web desi...,0 - 3 yrs,2020-10-20
496,CONNECTING 2 WORK,Senior PHP Developer,NA,"Job Description Job briefWe are looking for a Senior PHP Developer who is dedicated to the craft, writes code that they are proud of and can hit the ground running. Will be re...",0 - 3 yrs,2020-10-20
497,CONNECTING 2 WORK,Senior iOS Developer,NA,Job Description Senior IOS Developer Job brief :We are looking for an iOS developer who possesses a passion for pushing mobile technologies to the limits and will work with ou...,0 - 3 yrs,2020-10-20
498,CONNECTING 2 WORK,Senior Android Developer,NA,Job Description Senior Android DeveloperJob brief :We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android ...,3 - 6 yrs,2020-10-20
499,CONNECTING 2 WORK,.net developer,NA,"Job Description We are seeking a .NET developer responsible for building .NET applications using C#, SQL and JqueryPrimary responsibility will be to design and develop all the...",0 - 3 yrs,2020-10-20
500,CONNECTING 2 WORK,Assistant HR Manager,NA,"Job Description Job Summary :The incumbent will be responsible for Overall HR and Admin activities for the organisation,Responsibilities and Duties:Manage day to day operation...",2 - 4 yrs,2020-10-20
501,CONNECTING 2 WORK,Sales Engineer,NA,"Job Description Job Responsibilities include:We are looking for a seasoned, hardworking, smart and over achieving Sales Engineer with proven experience and a passion for selli...",1 - 4 yrs,2020-10-20
502,CONNECTING 2 WORK,Asp.net Developer,NA,Job Description Job briefWe are looking for a .Net developer to build software using languages and technologies of the .NET framework. You will create applications from scratc...,0 - 3 yrs,2020-10-20
503,CONNECTING 2 WORK,Driver,NA,"Job Description Job briefWe are looking for a Driver to transport clients in a comfortable, safe and timely manner.Driver responsibilities include arranging regular cleaning a...",0 - 3 yrs,2020-10-20
504,CONNECTING 2 WORK,Procurement Officer,NA,"Job Description Job Brief:We are seeking a detail-oriented, thorough, and organized procurement officer to oversee purchases and develop new contracts. In this position, you w...",0 - 3 yrs,2020-10-20
505,CONNECTING 2 WORK,HR Recruiter,NA,"Job Description Job brief:We are looking for an HR Recruiter to manage our full cycle recruitment, from identifying potential hires to interviewing and evaluating candidates. ...",0 - 3 yrs,2020-10-20
506,CONNECTING 2 WORK,Project Manager,NA,"Job Description Job brief :We are looking for an innovative Sr Civil engineer to design, develop and construct a huge range of projects of the physically and naturally built e...",0 - 3 yrs,2020-10-20
